full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Dedryck Boyata,29,659750400,Bundesliga,2019/2020,Defender,Hertha BSC,2439,1279,1160,Belgium,28,15,13,4,2,2,1,0,1,0,0,9,6,3,38,20,18,9,1,0.18,0.04,0.15,0.14,0.16,610,1.4,64,87,244,2439,0.37,125,235,61,5
Dejan Joveljić,20,933984000,Bundesliga,2019/2020,Forward,Eintracht Frankfurt,149,52,97,Serbia,4,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,0,0,0,0,0,0,2.42,37,37,149,0,0.6,-1,-1,-1,15
Denis Zakaria,23,848448000,Bundesliga,2019/2020,Midfielder,Borussia M'gladbach,1947,1026,921,Switzerland,23,12,10,2,2,0,2,1,1,0,0,5,2,3,21,11,10,7,0,0.18,0.09,0.09,0.18,0,974,0.97,93,85,278,974,0.32,169,173,-1,9
Dennis Borkowski,18,1012003200,Bundesliga,2019/2020,Forward,RB Leipzig,8,0,8,Germany,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,27
Dennis Geiger,22,897436800,Bundesliga,2019/2020,Midfielder,Hoffenheim,1138,704,434,Germany,21,8,5,0,0,0,3,2,1,0,0,5,3,2,23,17,6,3,0,0.24,0.24,0,0,0,0,1.82,49,54,379,379,0.24,353,52,-1,22
Dennis Jastrzembski,20,951004800,Bundesliga,2019/2020,Forward,Paderborn,174,16,158,Germany,6,0,1,0,0,0,0,0,0,0,0,1,0,1,4,2,2,0,0,0,0,0,0,0,0,2.07,44,29,0,0,0,-1,-1,-1,17
Dennis Smarsch,21,916272000,Bundesliga,2019/2020,Goalkeeper,Hertha BSC,150,0,150,Germany,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2.4,38,75,0,0,0,-1,-1,-1,16
Dennis Srbeny,26,768096000,Bundesliga,2019/2020,Forward,Paderborn,1127,536,591,Germany,17,7,7,5,4,1,1,1,0,0,0,3,0,3,26,18,8,2,0,0.48,0.08,0.4,0.67,0.15,225,2.08,43,66,564,1127,0.16,43,185,-1,2
Diego Contento,30,641520000,Bundesliga,2019/2020,Defender,Fortuna Düsseldorf,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Diego Demme,28,690681600,Bundesliga,2019/2020,Midfielder,RB Leipzig,1212,574,638,Germany,17,7,7,0,0,0,0,0,0,0,0,4,1,3,15,7,8,3,0,0,0,0,0,0,0,1.11,81,71,404,0,0.22,344,367,-1,25
Djibril Sow,23,855187200,Bundesliga,2019/2020,Midfielder,Eintracht Frankfurt,1740,789,951,Switzerland,29,8,10,1,1,0,3,1,2,0,0,3,2,1,30,14,16,2,0,0.21,0.16,0.05,0.11,0,1740,1.55,58,60,870,580,0.1,212,95,-1,11
Dodi Lukebakio,22,875059200,Bundesliga,2019/2020,Midfielder,Hertha BSC,2043,994,1049,Belgium,30,11,13,7,3,4,6,5,1,0,0,9,6,3,35,16,19,2,0,0.57,0.26,0.31,0.27,0.34,292,1.54,58,68,1022,341,0.09,63,42,-1,2
Dominick Drexler,30,643680000,Bundesliga,2019/2020,Midfielder,Köln,1585,832,753,Germany,27,9,9,3,1,2,4,4,0,0,0,4,4,0,38,12,26,5,0,0.4,0.23,0.17,0.11,0.24,528,2.16,42,59,317,396,0.28,116,55,-1,7
Dominik Bilogrević,21,915235200,Bundesliga,2019/2020,Midfielder,Paderborn,0,0,0,Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dominik Kohr,26,759974400,Bundesliga,2019/2020,Midfielder,Eintracht Frankfurt,1447,763,684,Germany,26,9,7,0,0,0,3,2,1,0,0,5,4,1,29,15,14,6,1,0.19,0.19,0,0,0,0,1.8,50,56,207,482,0.44,346,75,-1,24
Dominique Heintz,26,745372800,Bundesliga,2019/2020,Defender,Freiburg,2434,1178,1256,Germany,28,13,14,0,0,0,1,0,1,0,0,6,5,1,32,9,23,2,0,0.04,0.04,0,0,0,0,1.18,76,87,1217,2434,0.07,377,232,38,19
Dong-Won Ji,29,675388800,Bundesliga,2019/2020,Midfielder,Mainz 05,100,0,100,South Korea,4,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,0,0,0,0,0,0,1.8,50,25,100,0,0.9,-1,-1,-1,25
Edimilson Fernandes,24,829526400,Bundesliga,2019/2020,Midfielder,Mainz 05,1487,792,695,Switzerland,24,9,9,1,1,0,0,0,0,0,0,3,1,2,31,15,16,7,1,0.06,0,0.06,0.11,0,1487,1.88,48,62,212,0,0.42,203,380,-1,13
Edmond Fayçal Tapsoba,21,917913600,Bundesliga,2019/2020,Defender,Bayer Leverkusen,1057,545,512,Burkina Faso,14,6,6,0,0,0,0,0,0,0,0,4,3,1,20,12,8,2,0,0,0,0,0,0,0,1.7,53,76,529,0,0.17,247,266,95,22
Eduard Löwen,23,854409600,Bundesliga,2019/2020,Defender,Augsburg,977,594,383,Germany,23,6,3,2,1,1,1,1,0,0,0,5,2,3,20,13,7,0,0,0.28,0.09,0.18,0.15,0.23,489,1.84,49,42,0,977,0,113,175,114,6
Ellyes Skhiri,25,800064000,Bundesliga,2019/2020,Midfielder,Köln,2676,1414,1262,France,32,16,15,1,0,1,3,2,1,0,0,6,5,1,60,24,36,4,0,0.13,0.1,0.03,0,0.07,2676,2.02,45,84,669,892,0.13,228,159,-1,14
Elvis Rexhbecaj,22,878342400,Bundesliga,2019/2020,Midfielder,Köln,621,272,349,Germany,13,3,4,0,0,0,3,1,2,0,0,2,1,1,15,5,10,3,0,0.43,0.43,0,0,0,0,2.17,41,48,207,207,0.43,302,9,-1,16
Emil Forsberg,28,688176000,Bundesliga,2019/2020,Forward,RB Leipzig,1142,613,529,Sweden,22,7,7,5,4,1,2,1,1,2,0,4,1,3,18,12,6,1,0,0.55,0.16,0.39,0.59,0.17,228,1.42,63,52,1142,571,0.08,48,96,-1,4
Emre Can,26,758332800,Bundesliga,2019/2020,Midfielder,Borussia Dortmund,956,378,578,Germany,12,4,6,2,1,1,0,0,0,0,0,7,3,4,8,2,6,5,0,0.19,0,0.19,0.24,0.16,478,0.75,120,80,191,0,0.47,107,268,-1,11
Eric Oelschlägel,24,811555200,Bundesliga,2019/2020,Goalkeeper,Borussia Dortmund,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Erik Durm,28,705628800,Bundesliga,2019/2020,Defender,Eintracht Frankfurt,511,246,265,Germany,9,3,3,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,1.23,73,57,0,0,0,348,349,46,21
Erik Thommy,25,777340800,Bundesliga,2019/2020,Midfielder,Fortuna Düsseldorf,2264,1239,1025,Germany,34,14,11,6,4,2,4,1,3,0,0,4,3,1,44,23,21,3,0,0.4,0.16,0.24,0.29,0.18,377,1.75,51,67,755,566,0.12,91,98,-1,2
Ermin Bičakčić,30,633139200,Bundesliga,2019/2020,Defender,Hoffenheim,1172,535,637,Bosnia and Herzegovina,21,7,6,2,1,1,0,0,0,0,0,6,2,4,20,11,9,0,0,0.15,0,0.15,0.17,0.14,586,1.54,59,56,0,0,0,130,352,79,8
Ethan Ampadu,19,968889600,Bundesliga,2019/2020,Midfielder,RB Leipzig,78,68,10,Wales,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,-1,-1,-1,23
Exequiel Palacios,21,907545600,Bundesliga,2019/2020,Midfielder,Bayer Leverkusen,177,113,64,Argentina,3,1,1,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0.51,177,59,0,0,0,-1,-1,-1,23
Fabian Giefer,30,642902400,Bundesliga,2019/2020,Goalkeeper,Augsburg,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Fabian Johnson,32,566179200,Bundesliga,2019/2020,Midfielder,Borussia M'gladbach,271,190,81,USA,6,2,1,0,0,0,0,0,0,0,0,2,2,0,4,3,1,0,0,0,0,0,0,0,0,1.33,68,45,0,0,0,386,387,-1,22
Fabian Reese,22,880761600,Bundesliga,2019/2020,Forward,Schalke 04,86,0,86,Germany,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,-1,-1,-1,22
Fabrice Hartmann,19,983491200,Bundesliga,2019/2020,Forward,RB Leipzig,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Famana Quizera,18,1019692800,Bundesliga,2019/2020,Midfielder,Borussia M'gladbach,0,0,0,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Felix Götze,22,887155200,Bundesliga,2019/2020,Defender,Augsburg,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Felix Klaus,27,716342400,Bundesliga,2019/2020,Midfielder,Wolfsburg,669,307,362,Germany,23,3,3,0,0,0,1,0,1,0,0,6,3,3,7,2,5,1,1,0.13,0.13,0,0,0,0,0.94,96,29,335,669,0.27,298,127,-1,22
Felix Kroos,29,668736000,Bundesliga,2019/2020,Midfielder,Union Berlin,369,187,182,Germany,15,2,1,0,0,0,0,0,0,0,0,6,6,0,6,0,6,1,0,0,0,0,0,0,0,1.46,62,25,369,0,0.24,287,292,-1,17
Felix Uduokhai,22,873763200,Bundesliga,2019/2020,Defender,Augsburg,1961,777,1184,Germany,26,8,13,0,0,0,0,0,0,0,0,6,2,4,35,13,22,3,0,0,0,0,0,0,0,1.61,56,75,654,0,0.14,300,306,88,17
Felix Wiedwald,30,637459200,Bundesliga,2019/2020,Goalkeeper,Eintracht Frankfurt,270,180,90,Germany,3,2,1,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,2.33,39,90,0,0,0,-1,-1,-1,20
Filip Kostić,27,720576000,Bundesliga,2019/2020,Midfielder,Eintracht Frankfurt,2959,1530,1429,Serbia,33,17,16,4,4,0,11,9,2,0,0,5,4,1,55,25,30,4,0,0.46,0.33,0.12,0.24,0,740,1.67,54,90,740,269,0.12,152,21,-1,6
Fin Bartels,33,539654400,Bundesliga,2019/2020,Midfielder,Werder Bremen,327,197,130,Germany,14,1,0,0,0,0,0,0,0,0,0,2,1,1,9,6,3,2,0,0,0,0,0,0,0,2.48,36,23,164,0,0.55,272,283,-1,30
Finn Dahmen,22,890956800,Bundesliga,2019/2020,Goalkeeper,Mainz 05,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Florian Baak,21,921715200,Bundesliga,2019/2020,Defender,Hertha BSC,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Florian Flecker,24,814924800,Bundesliga,2019/2020,Midfielder,Union Berlin,0,0,0,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Florian Grillitsch,24,807753600,Bundesliga,2019/2020,Midfielder,Hoffenheim,2413,1181,1232,Austria,31,14,14,0,0,0,3,2,1,0,0,6,2,4,42,30,12,3,0,0.11,0.11,0,0,0,0,1.57,57,78,804,804,0.11,249,141,-1,20
Florian Hübner,29,667785600,Bundesliga,2019/2020,Defender,Union Berlin,849,360,489,Germany,11,4,5,0,0,0,0,0,0,0,0,2,1,1,12,4,8,2,0,0,0,0,0,0,0,1.27,71,77,425,0,0.21,241,256,51,26
Florian Kainz,27,719884800,Bundesliga,2019/2020,Midfielder,Köln,1560,720,840,Austria,28,8,8,5,2,3,6,2,4,1,0,4,3,1,33,16,17,5,0,0.63,0.35,0.29,0.25,0.32,312,1.9,47,56,312,260,0.29,71,17,-1,3
Florian Kastenmeier,23,867456000,Bundesliga,2019/2020,Goalkeeper,Fortuna Düsseldorf,1530,810,720,Germany,17,9,8,0,0,0,0,0,0,0,0,2,1,1,27,12,15,0,0,0,0,0,0,0,0,1.59,57,90,0,0,0,343,320,84,21
Florian Müller,22,879379200,Bundesliga,2019/2020,Goalkeeper,Mainz 05,1124,494,630,Germany,13,5,7,0,0,0,0,0,0,0,0,2,0,2,25,12,13,0,0,0,0,0,0,0,0,2,45,86,0,0,0,378,378,130,17
Florian Neuhaus,23,858470400,Bundesliga,2019/2020,Midfielder,Borussia M'gladbach,2362,1088,1274,Germany,30,12,14,4,2,2,2,1,1,0,0,7,3,4,26,13,13,6,0,0.23,0.08,0.15,0.17,0.14,591,0.99,91,79,394,1181,0.23,135,190,-1,8
Florian Niederlechner,29,656726400,Bundesliga,2019/2020,Forward,Augsburg,2731,1314,1417,Germany,33,15,16,13,6,7,6,2,4,1,1,7,3,4,50,22,28,1,0,0.63,0.2,0.43,0.41,0.44,210,1.65,55,83,2731,455,0.03,35,72,-1,1
Florian Wirtz,17,1051920000,Bundesliga,2019/2020,Midfielder,Bayer Leverkusen,365,204,161,Germany,7,1,2,1,1,0,0,0,0,0,0,2,1,1,5,4,1,0,0,0.25,0,0.25,0.44,0,365,1.23,73,52,0,0,0,88,394,-1,13
Frederik Jäkel,19,983923200,Bundesliga,2019/2020,Defender,RB Leipzig,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Frederik Rønnow,27,712886400,Bundesliga,2019/2020,Goalkeeper,Eintracht Frankfurt,810,360,450,Denmark,9,4,5,0,0,0,0,0,0,0,0,1,1,0,13,4,9,0,0,0,0,0,0,0,0,1.44,62,90,0,0,0,279,279,65,16
Fredrik Jensen,22,873763200,Bundesliga,2019/2020,Midfielder,Augsburg,455,273,182,Finland,10,3,2,1,0,1,0,0,0,0,0,1,1,0,12,5,7,0,0,0.2,0,0.2,0,0.49,455,2.37,38,46,0,0,0,105,341,-1,10
Gelson Fernandes,33,526003200,Bundesliga,2019/2020,Midfielder,Eintracht Frankfurt,779,412,367,Switzerland,11,5,5,0,0,0,0,0,0,0,0,2,2,0,15,4,11,5,1,0,0,0,0,0,0,1.73,52,71,156,0,0.58,357,359,-1,26
Georg Teigl,29,666057600,Bundesliga,2019/2020,Midfielder,Augsburg,109,11,98,Austria,3,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,4.13,22,36,0,0,0,-1,-1,-1,16
Gerrit Holtmann,25,796089600,Bundesliga,2019/2020,Midfielder,Paderborn,1066,486,580,Germany,24,6,7,1,0,1,0,0,0,0,0,5,1,4,19,9,10,2,1,0.08,0,0.08,0,0.16,1066,1.6,56,44,355,0,0.25,173,301,-1,13
Gian-Luca Itter,21,915494400,Bundesliga,2019/2020,Defender,Freiburg,32,4,28,Germany,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,-1,-1,-1,16
Gian-Luca Waldschmidt,24,832464000,Bundesliga,2019/2020,Forward,Freiburg,1268,765,503,Germany,23,9,5,7,5,2,1,1,0,3,0,6,5,1,16,7,9,3,0,0.57,0.07,0.5,0.59,0.36,181,1.14,79,55,423,1268,0.21,25,212,-1,3
Giovanni Reyna,17,1037145600,Bundesliga,2019/2020,Midfielder,Borussia Dortmund,343,143,200,USA,15,1,1,0,0,0,1,0,1,0,0,8,4,4,6,4,2,2,0,0.26,0.26,0,0,0,0,1.57,57,23,172,343,0.52,280,38,-1,25
Gonçalo Mendes Paciencia,25,775699200,Bundesliga,2019/2020,Forward,Eintracht Frankfurt,1280,821,459,Portugal,23,9,6,7,5,2,3,3,0,1,0,4,4,0,21,12,9,4,0,0.7,0.21,0.49,0.55,0.39,183,1.48,61,56,320,427,0.28,28,65,-1,4
Grischa Prömel,25,789609600,Bundesliga,2019/2020,Midfielder,Union Berlin,919,408,511,Germany,16,4,5,0,0,0,0,0,0,0,0,3,2,1,24,8,16,2,0,0,0,0,0,0,0,2.35,38,57,460,0,0.2,362,362,-1,22
Guido Burgstaller,31,609811200,Bundesliga,2019/2020,Forward,Schalke 04,1230,554,676,Austria,21,6,7,0,0,0,1,0,1,0,0,5,4,1,16,5,11,3,0,0.07,0.07,0,0,0,0,1.17,77,59,410,1230,0.22,393,193,-1,23
Hannes Wolf,21,924220800,Bundesliga,2019/2020,Midfielder,RB Leipzig,53,24,29,Austria,5,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,3.4,27,11,0,0,0,-1,-1,-1,17
Håvard Nordtveit,30,645926400,Bundesliga,2019/2020,Midfielder,Hoffenheim,698,308,390,Norway,11,3,4,0,0,0,1,0,1,0,0,3,0,3,15,10,5,2,0,0.13,0.13,0,0,0,0,1.93,47,63,349,698,0.26,355,126,-1,16
Iago Amaral Borduchi,23,859075200,Bundesliga,2019/2020,Defender,Augsburg,671,293,378,Brazil,10,3,4,1,0,1,1,1,0,0,0,2,1,1,12,5,7,0,0,0.27,0.13,0.13,0,0.24,671,1.61,56,67,0,671,0,149,119,89,9
Iba May,22,897091200,Bundesliga,2019/2020,Midfielder,Wolfsburg,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ibrahima Konaté,21,927590400,Bundesliga,2019/2020,Defender,RB Leipzig,567,195,372,France,8,2,4,0,0,0,0,0,0,0,0,3,0,3,3,2,1,2,0,0,0,0,0,0,0,0.48,189,71,284,0,0.32,367,366,2,26
Ibrahima Traoré,32,577584000,Bundesliga,2019/2020,Midfielder,Borussia M'gladbach,147,118,29,Guinea,7,1,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0.61,0.61,0,0,0,0,0,0,21,0,147,0,-1,-1,-1,19
Ihlas Bebou,26,767059200,Bundesliga,2019/2020,Forward,Hoffenheim,2095,1027,1068,Togo,32,11,9,6,3,3,1,0,1,0,0,8,3,5,35,25,10,1,0,0.3,0.04,0.26,0.26,0.25,349,1.5,60,65,2095,2095,0.04,83,227,-1,3
Ilay Eliyau Elmkies,20,952646400,Bundesliga,2019/2020,Midfielder,Hoffenheim,0,0,0,Israel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ilia Gruev,20,957312000,Bundesliga,2019/2020,Midfielder,Werder Bremen,0,0,0,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ishak Belfodil,28,695174400,Bundesliga,2019/2020,Forward,Hoffenheim,269,118,151,Algeria,5,1,2,0,0,0,0,0,0,0,0,1,0,1,5,4,1,0,0,0,0,0,0,0,0,1.67,54,54,0,0,0,-1,-1,-1,19
Ismail Azzaoui,22,884044800,Bundesliga,2019/2020,Midfielder,Wolfsburg,0,0,0,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ismail Jakobs,20,934848000,Bundesliga,2019/2020,Defender,Köln,1679,913,766,Germany,20,11,9,2,1,1,2,0,2,0,0,5,4,1,37,13,24,4,0,0.21,0.11,0.11,0.1,0.12,840,1.98,45,84,420,840,0.21,154,147,128,9
Ivan Perišić,31,602380800,Bundesliga,2019/2020,Midfielder,Bayern München,1202,728,474,Croatia,22,8,3,4,2,2,3,2,1,0,0,11,5,6,11,7,4,1,0,0.52,0.22,0.3,0.25,0.38,301,0.82,109,55,1202,401,0.07,67,56,-1,10
Jacob Bruun Larsen,21,906163200,Bundesliga,2019/2020,Forward,Hoffenheim,454,199,255,Denmark,15,2,3,0,0,0,2,2,0,0,0,4,2,2,9,6,3,0,0,0.4,0.4,0,0,0,0,1.78,50,30,0,227,0,330,13,-1,27
Jadon Sancho,20,953942400,Bundesliga,2019/2020,Midfielder,Borussia Dortmund,2290,1121,1169,England,32,12,13,17,9,8,16,7,9,0,0,13,7,6,31,13,18,2,0,1.3,0.63,0.67,0.72,0.62,135,1.22,74,72,1145,143,0.08,12,2,-1,1
Jakob Busk Jensen,26,747792000,Bundesliga,2019/2020,Goalkeeper,Union Berlin,0,0,0,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jamal Musiala,17,1046217600,Bundesliga,2019/2020,Midfielder,Bayern München,2,2,0,Germany,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,20
Jamilu Collins,25,776044800,Bundesliga,2019/2020,Defender,Paderborn,2669,1350,1319,Nigeria,30,15,15,1,1,0,2,1,1,0,1,5,1,4,56,35,21,9,1,0.1,0.07,0.03,0.07,0,2669,1.89,48,89,297,1335,0.3,234,197,119,12
Jan Morávek,30,625881600,Bundesliga,2019/2020,Midfielder,Augsburg,469,235,234,Czech Republic,11,2,2,0,0,0,1,0,1,0,0,3,1,2,13,3,10,1,0,0.19,0.19,0,0,0,0,2.49,36,43,469,469,0.19,269,76,-1,23
Jan Thielmann,18,1022371200,Bundesliga,2019/2020,Forward,Köln,556,309,247,Germany,12,4,3,0,0,0,1,0,1,0,0,3,3,0,10,1,9,2,0,0.16,0.16,0,0,0,0,1.62,56,46,278,556,0.32,271,100,-1,20
Jan Zimmermann,35,482716800,Bundesliga,2019/2020,Goalkeeper,Eintracht Frankfurt,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jan-Luca Rumpf,21,931392000,Bundesliga,2019/2020,Defender,Paderborn,90,90,0,Germany,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,23,90,0,0,0,-1,-1,-1,27
Janik Haberer,26,765244800,Bundesliga,2019/2020,Midfielder,Freiburg,1723,777,946,Germany,26,8,12,2,0,2,2,1,1,0,0,4,3,1,26,10,16,5,1,0.21,0.1,0.1,0,0.19,862,1.36,66,66,345,862,0.26,162,149,-1,8
Jann-Fiete Arp,20,947116800,Bundesliga,2019/2020,Forward,Bayern München,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jannik Huth,26,766368000,Bundesliga,2019/2020,Goalkeeper,Paderborn,540,270,270,Germany,6,3,3,0,0,0,0,0,0,0,0,0,0,0,16,10,6,0,0,0,0,0,0,0,0,2.67,34,90,0,0,0,317,322,146,20
Javairo Dilrosun,22,898473600,Bundesliga,2019/2020,Forward,Hertha BSC,1312,747,565,Netherlands,23,8,8,4,3,1,2,1,1,0,0,8,5,3,19,9,10,2,0,0.41,0.14,0.27,0.36,0.16,328,1.3,69,57,656,656,0.14,79,113,-1,7
Javi Martinez,31,589161600,Bundesliga,2019/2020,Midfielder,Bayern München,669,338,331,Spain,16,4,2,0,0,0,0,0,0,0,0,7,4,3,8,3,5,5,1,0,0,0,0,0,0,1.08,84,42,134,0,0.67,290,285,-1,23
Jean Zimmer,26,755136000,Bundesliga,2019/2020,Defender,Fortuna Düsseldorf,717,241,476,Germany,17,2,6,0,0,0,0,0,0,0,0,2,2,0,11,0,11,2,0,0,0,0,0,0,0,1.38,65,42,359,0,0.25,244,264,57,15
Jean-Clair Todibo,20,946512000,Bundesliga,2019/2020,Midfielder,Schalke 04,364,189,175,France,8,2,2,0,0,0,0,0,0,0,0,2,0,2,7,3,4,2,0,0,0,0,0,0,0,1.73,52,46,182,0,0.49,257,287,-1,14
Jean-Paul Boëtius,26,764294400,Bundesliga,2019/2020,Forward,Mainz 05,2270,1079,1191,Netherlands,28,13,13,4,2,2,5,1,4,0,0,2,0,2,55,24,31,5,0,0.36,0.2,0.16,0.17,0.15,568,2.18,41,81,454,454,0.2,121,67,-1,5
Jean-Philippe Mateta,23,867456000,Bundesliga,2019/2020,Forward,Mainz 05,1056,619,437,France,18,7,5,3,1,2,1,1,0,1,0,5,2,3,17,11,6,2,1,0.34,0.09,0.26,0.15,0.41,352,1.45,62,59,528,1056,0.17,84,178,-1,6
Jeffrey Bruma,28,689990400,Bundesliga,2019/2020,Defender,Mainz 05,1486,766,720,Netherlands,17,9,8,0,0,0,0,0,0,0,0,6,4,2,20,9,11,4,0,0,0,0,0,0,0,1.21,74,87,372,0,0.24,277,294,41,16
Jeffrey Gouweleeuw,29,679104000,Bundesliga,2019/2020,Defender,Augsburg,1642,825,817,Netherlands,21,9,9,0,0,0,1,1,0,0,0,6,3,3,32,16,16,5,0,0.05,0.05,0,0,0,0,1.75,51,78,328,1642,0.27,250,224,103,26
Jeremiah St. Juste,23,845683200,Bundesliga,2019/2020,Defender,Mainz 05,2116,965,1151,Netherlands,25,11,13,2,2,0,2,1,1,0,0,3,1,2,43,21,22,7,0,0.17,0.09,0.09,0.19,0,1058,1.83,49,85,302,1058,0.3,171,182,111,7
Jérôme Boateng,31,589248000,Bundesliga,2019/2020,Defender,Bayern München,1804,830,974,Germany,24,10,13,0,0,0,2,1,1,0,0,11,5,6,15,8,7,6,1,0.1,0.1,0,0,0,0,0.75,120,75,258,902,0.35,322,166,5,24
Jérôme Gondorf,32,583286400,Bundesliga,2019/2020,Midfielder,Freiburg,122,60,62,Germany,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0.74,122,61,122,0,0.74,-1,-1,-1,23
Jérôme Roussillon,27,726278400,Bundesliga,2019/2020,Defender,Wolfsburg,2368,1129,1239,France,29,13,14,1,0,1,1,1,0,0,0,6,2,4,35,18,17,4,0,0.08,0.04,0.04,0,0.07,2368,1.33,68,82,592,2368,0.15,222,239,56,15
Jessic Ngankam,20,964051200,Bundesliga,2019/2020,Forward,Hertha BSC,81,0,81,Germany,4,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,2,0,0,1.11,1.11,0,0,0,0,2.22,41,20,0,81,0,-1,-1,-1,30
