full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Borja Valero,35,474364800,Serie A,2019/2020,Midfielder,Inter Milan,925,655,270,Spain,19,7,2,2,1,1,0,0,0,0,0,7,4,3,8,6,2,4,0,0.19,0,0.19,0.14,0.33,463,0.78,116,49,231,0,0.39,107,301,-1,12
Boško Šutalo,20,946713600,Serie A,2019/2020,Midfielder,Atalanta,278,105,173,Croatia,7,1,2,0,0,0,0,0,0,0,0,4,3,1,3,2,1,1,0,0,0,0,0,0,0,0.97,93,40,278,0,0.32,454,454,-1,26
Botond Balogh,18,1023346800,Serie A,2019/2020,Defender,Parma,0,0,0,Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Brain Oddei,17,1032332400,Serie A,2019/2020,Forward,Sassuolo,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Bram Nuytinck,30,641804400,Serie A,2019/2020,Defender,Udinese,2229,1055,1174,Netherlands,26,12,14,0,0,0,0,0,0,0,0,9,5,4,27,11,16,2,0,0,0,0,0,0,0,1.09,83,86,1115,0,0.08,327,327,46,14
Brayan Emanuel Vera Ramírez,21,916387200,Serie A,2019/2020,Forward,Lecce,149,43,106,Colombia,8,0,1,0,0,0,1,1,0,0,0,1,0,1,2,0,2,0,0,0.6,0.6,0,0,0,0,1.21,75,19,0,149,0,-1,-1,-1,21
Bruno Alves,38,375696000,Serie A,2019/2020,Defender,Parma,2673,1312,1361,Portugal,33,15,16,0,0,0,0,0,0,0,0,6,4,2,43,19,24,4,0,0,0,0,0,0,0,1.45,62,81,668,0,0.13,451,422,110,15
Bruno da Silva Peres,30,636278400,Serie A,2019/2020,Defender,Roma,1058,556,502,Brazil,16,7,5,2,0,2,2,2,0,0,0,2,1,1,15,7,8,3,0,0.34,0.17,0.17,0,0.36,529,1.28,71,66,353,529,0.26,119,92,87,11
Bruno Martella,27,713775600,Serie A,2019/2020,Defender,Brescia,1263,505,758,Italy,24,4,9,0,0,0,0,0,0,0,0,3,2,1,28,8,20,3,0,0,0,0,0,0,0,2,45,53,421,0,0.21,348,348,174,25
Bryan Cristante,25,794217600,Serie A,2019/2020,Midfielder,Roma,1613,912,701,Italy,26,9,9,1,1,0,3,3,0,0,0,3,1,2,30,15,15,8,1,0.22,0.17,0.06,0.1,0,1613,1.67,54,62,179,538,0.5,229,91,-1,15
Bryan Dabo,28,698400000,Serie A,2019/2020,Midfielder,SPAL,1124,653,471,France,16,7,6,1,0,1,4,3,1,0,0,0,0,0,33,17,16,4,0,0.4,0.32,0.08,0,0.19,1124,2.64,34,70,281,281,0.32,203,16,-1,9
Carles Pérez Sayol,22,887616000,Serie A,2019/2020,Forward,Roma,562,246,316,Spain,14,2,3,1,0,1,3,1,2,0,0,2,1,1,11,4,7,2,0,0.64,0.48,0.16,0,0.28,562,1.76,51,40,281,187,0.32,124,5,-1,16
Carlo Pinsoglio,30,637574400,Serie A,2019/2020,Goalkeeper,Juventus,18,18,0,Italy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,-1,-1,-1,23
Cengiz Ünder,23,868863600,Serie A,2019/2020,Midfielder,Roma,873,446,427,Turkey,18,5,5,3,2,1,0,0,0,0,0,2,2,0,17,8,9,2,0,0.31,0,0.31,0.4,0.21,291,1.75,51,49,437,0,0.21,62,443,-1,9
Charalampos Lykogiannis,26,751273200,Serie A,2019/2020,Defender,Cagliari,1337,501,836,Greece,20,6,8,0,0,0,1,1,0,0,0,6,2,4,16,5,11,4,0,0.07,0.07,0,0,0,0,1.08,84,67,334,1337,0.27,339,204,41,28
Chris Smalling,30,627724800,Serie A,2019/2020,Defender,Roma,2566,1186,1380,England,30,13,16,3,1,2,2,1,1,0,0,6,2,4,36,17,19,2,0,0.18,0.07,0.11,0.08,0.13,855,1.26,71,86,1283,1283,0.07,170,205,85,10
Christian Celesia,18,1011686400,Serie A,2019/2020,Defender,Torino,0,0,0,Italy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Christian Dalle Mura,18,1012636800,Serie A,2019/2020,Defender,Fiorentina,0,0,0,Italy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Christian Dell'Orco,26,760867200,Serie A,2019/2020,Defender,Lecce,1007,452,555,Italy,14,5,6,0,0,0,1,0,1,0,0,0,0,0,20,9,11,2,1,0.09,0.09,0,0,0,0,1.79,50,72,504,1007,0.18,296,176,159,18
Christian Eriksen,28,698054400,Serie A,2019/2020,Midfielder,Inter Milan,700,352,348,Denmark,17,4,4,1,1,0,2,2,0,0,0,7,3,4,5,3,2,0,0,0.39,0.26,0.13,0.26,0,700,0.64,140,41,0,350,0,152,40,-1,18
Christian Gabriel Oliva Giménez,24,833612400,Serie A,2019/2020,Midfielder,Cagliari,463,187,276,Uruguay,11,1,3,1,0,1,1,1,0,0,0,2,0,2,6,5,1,1,0,0.39,0.19,0.19,0,0.33,463,1.17,77,42,463,463,0.19,106,71,-1,10
Christian Kouamé,22,881395200,Serie A,2019/2020,Forward,Fiorentina,1215,661,554,Côte d'Ivoire,18,7,6,6,2,4,3,3,0,0,0,5,4,1,24,7,17,1,0,0.67,0.22,0.44,0.27,0.65,203,1.78,51,68,1215,405,0.07,35,50,-1,4
Christian Pierobon,18,1017129600,Serie A,2019/2020,Midfielder,Hellas Verona,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ciro Immobile,30,635500800,Serie A,2019/2020,Forward,Lazio,3176,1578,1598,Italy,37,18,18,36,19,17,9,7,2,14,1,11,8,3,34,13,21,8,0,1.28,0.26,1.02,1.08,0.96,88,0.96,93,86,397,353,0.23,3,37,-1,1
Claud Adjapong,22,894438000,Serie A,2019/2020,Defender,Hellas Verona,228,24,204,Italy,5,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,1.58,57,46,0,0,0,-1,-1,-1,23
Cristian Daniel Ansaldi,33,527583600,Serie A,2019/2020,Defender,Torino,1772,925,847,Argentina,27,11,10,4,1,3,4,3,1,0,0,4,2,2,30,13,17,9,0,0.41,0.2,0.2,0.1,0.32,443,1.52,59,66,197,443,0.46,103,62,121,4
Cristian Gabriel Romero,22,893660400,Serie A,2019/2020,Defender,Genoa,2581,1301,1280,Argentina,30,15,15,1,1,0,1,0,1,0,0,4,2,2,51,22,29,15,1,0.07,0.03,0.03,0.07,0,2581,1.78,51,86,172,2581,0.52,262,264,158,13
Cristián Zapata,33,528447600,Serie A,2019/2020,Defender,Genoa,1717,990,727,Colombia,20,11,8,1,1,0,0,0,0,0,0,4,3,1,29,12,17,4,0,0.05,0,0.05,0.09,0,1717,1.52,59,86,429,0,0.21,241,448,122,8
Cristiano Biraghi,27,715330800,Serie A,2019/2020,Defender,Inter Milan,1578,793,785,Italy,26,9,9,2,1,1,6,2,4,0,0,8,4,4,13,6,7,3,0,0.46,0.34,0.11,0.11,0.11,789,0.74,121,61,526,263,0.17,169,13,9,13
Cristiano Ronaldo,35,476438400,Serie A,2019/2020,Forward,Juventus,2919,1495,1424,Portugal,33,17,16,31,22,9,5,5,0,12,1,11,7,4,33,13,20,3,0,1.11,0.15,0.96,1.32,0.57,94,1.02,88,88,973,584,0.09,4,106,-1,1
Cristóbal Montiel Rodríguez,20,955436400,Serie A,2019/2020,Midfielder,Fiorentina,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dalbert Henrique,26,747471600,Serie A,2019/2020,Defender,Fiorentina,2491,1303,1188,Brazil,31,15,14,0,0,0,5,3,2,0,0,8,5,3,33,18,15,9,1,0.18,0.18,0,0,0,0,1.19,75,80,249,498,0.36,319,87,70,17
Daniel Cerantola Fuzato,23,867999600,Serie A,2019/2020,Goalkeeper,Roma,90,0,90,Brazil,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,26
Daniel Maldini,18,1002783600,Serie A,2019/2020,Forward,AC Milan,25,25,0,Italy,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,-1,-1,-1,17
Daniele Baselli,28,700387200,Serie A,2019/2020,Midfielder,Torino,1288,649,639,Italy,16,8,8,0,0,0,2,0,2,0,0,2,1,1,22,8,14,3,0,0.14,0.14,0,0,0,0,1.54,59,81,429,644,0.21,410,111,-1,21
Daniele Dessena,33,547628400,Serie A,2019/2020,Midfielder,Brescia,1876,957,919,Italy,24,11,11,2,1,1,0,0,0,0,0,3,2,1,40,15,25,7,1,0.1,0,0.1,0.09,0.1,938,1.92,47,78,268,0,0.34,185,351,-1,5
Daniele Gastaldello,37,425372400,Serie A,2019/2020,Defender,Brescia,389,193,196,Italy,8,3,1,0,0,0,0,0,0,0,0,2,0,2,9,4,5,1,0,0,0,0,0,0,0,2.08,43,49,389,0,0.23,351,354,180,29
Daniele Padelli,34,499071600,Serie A,2019/2020,Goalkeeper,Inter Milan,270,90,180,Italy,3,1,2,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1,1,0,0,0,0,0,0,1.33,68,90,135,0,0.67,-1,-1,-1,21
Daniele Ragatzu,28,685436400,Serie A,2019/2020,Forward,Cagliari,304,173,131,Italy,13,1,1,1,0,1,0,0,0,0,0,3,1,2,5,2,3,1,0,0.3,0,0.3,0,0.69,304,1.48,61,23,304,0,0.3,69,344,-1,9
Daniele Rugani,25,775465200,Serie A,2019/2020,Defender,Juventus,687,283,404,Italy,10,3,4,0,0,0,0,0,0,0,0,2,2,0,14,4,10,2,0,0,0,0,0,0,0,1.83,49,69,344,0,0.26,301,303,161,24
Danilo,29,679561200,Serie A,2019/2020,Defender,Juventus,1441,713,728,Brazil,22,7,9,2,1,1,0,0,0,0,0,4,2,2,25,11,14,4,1,0.12,0,0.12,0.13,0.12,721,1.56,58,66,360,0,0.25,161,369,127,8
Danilo Cataldi,25,776156400,Serie A,2019/2020,Midfielder,Lazio,577,284,293,Italy,21,1,2,1,0,1,0,0,0,0,0,7,4,3,5,1,4,3,0,0.16,0,0.16,0,0.31,577,0.78,115,27,192,0,0.47,125,398,-1,11
Danilo D'Ambrosio,31,589791600,Serie A,2019/2020,Defender,Inter Milan,1399,778,621,Italy,22,9,6,4,3,1,0,0,0,0,0,12,6,6,8,6,2,6,0,0.26,0,0.26,0.35,0.14,350,0.51,175,64,233,0,0.39,79,322,4,7
Danilo Larangeira,36,453020400,Serie A,2019/2020,Defender,Bologna,2642,1438,1204,Brazil,30,16,14,2,0,2,0,0,0,0,0,1,1,0,44,21,23,11,1,0.07,0,0.07,0,0.15,1321,1.5,60,88,240,0,0.37,204,432,119,7
Daouda Peeters,21,917337600,Serie A,2019/2020,Midfielder,Juventus,14,0,14,Belgium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,-1,-1,-1,16
Darko Lazović,29,653382000,Serie A,2019/2020,Midfielder,Hellas Verona,3247,1580,1667,Serbia,38,18,19,3,1,2,7,3,4,0,0,10,5,5,43,21,22,4,0,0.28,0.19,0.08,0.06,0.11,1082,1.19,76,85,812,464,0.11,199,74,-1,8
David Heidenreich,20,961830000,Serie A,2019/2020,Defender,Atalanta,0,0,0,Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
David Ospina Ramírez,31,589014000,Serie A,2019/2020,Goalkeeper,Napoli,1470,900,570,Colombia,17,10,7,0,0,0,0,0,0,0,0,4,2,2,16,12,4,0,0,0,0,0,0,0,0,0.98,92,86,0,0,0,384,383,25,19
Davide Biraschi,26,773132400,Serie A,2019/2020,Defender,Genoa,2007,896,1111,Italy,24,9,13,0,0,0,1,1,0,0,0,4,2,2,39,17,22,4,1,0.04,0.04,0,0,0,0,1.75,51,84,401,2007,0.22,442,247,153,23
Davide Calabria,23,849859200,Serie A,2019/2020,Defender,AC Milan,1619,910,709,Italy,25,9,7,1,1,0,1,0,1,0,0,8,5,3,20,8,12,5,2,0.11,0.06,0.06,0.1,0,1619,1.11,81,65,270,1619,0.33,223,214,48,12
Davide Faraoni,28,688374000,Serie A,2019/2020,Defender,Hellas Verona,3229,1699,1530,Italy,36,19,17,5,2,3,3,2,1,0,0,10,5,5,39,21,18,5,0,0.22,0.08,0.14,0.11,0.18,646,1.09,83,90,646,1076,0.14,138,189,44,3
Davide Riccardi,24,829033200,Serie A,2019/2020,Defender,Lecce,19,19,0,Italy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.74,19,19,0,0,0,-1,-1,-1,20
Davide Santon,29,662803200,Serie A,2019/2020,Defender,Roma,616,175,441,Italy,15,2,5,0,0,0,0,0,0,0,0,3,1,2,11,4,7,4,0,0,0,0,0,0,0,1.61,56,41,154,0,0.58,436,447,132,24
Davide Zappacosta,28,708246000,Serie A,2019/2020,Defender,Roma,446,92,354,Italy,9,0,3,0,0,0,1,0,1,0,0,0,0,0,7,1,6,0,0,0.2,0.2,0,0,0,0,1.41,64,50,0,446,0,434,64,102,27
Dejan Kulusevski,20,956646000,Serie A,2019/2020,Midfielder,Parma,2937,1493,1444,Sweden,36,16,17,10,5,5,8,4,4,1,0,5,4,1,50,20,30,3,0,0.55,0.25,0.31,0.3,0.31,294,1.53,59,82,979,367,0.09,64,42,-1,2
Demba Thiam,22,889430400,Serie A,2019/2020,Goalkeeper,SPAL,180,180,0,Senegal,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1.5,60,90,0,0,0,-1,-1,-1,21
Denilho Cleonise,18,1007798400,Serie A,2019/2020,Forward,Genoa,43,2,41,Netherlands,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,11,22,0,4.19,-1,-1,-1,14
Denis Portanova,19,993020400,Serie A,2019/2020,Defender,Bologna,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Denis Vavro,24,829119600,Serie A,2019/2020,Defender,Lazio,318,90,228,Slovakia,11,0,1,0,0,0,0,0,0,0,0,2,1,1,4,2,2,0,0,0,0,0,0,0,0,1.13,80,29,0,0,0,421,397,53,24
Diego Abbrandini,18,1000450800,Serie A,2019/2020,Goalkeeper,Brescia,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Diego da Silva Farias,30,642322800,Serie A,2019/2020,Forward,Lecce,832,338,494,Brazil,18,3,4,2,1,1,0,0,0,0,0,2,0,2,20,10,10,3,1,0.22,0,0.22,0.27,0.18,416,2.16,42,46,208,0,0.43,96,299,-1,8
Diego Demme,28,690710400,Serie A,2019/2020,Midfielder,Napoli,904,318,586,Germany,15,3,7,1,0,1,0,0,0,0,0,2,0,2,14,6,8,6,0,0.1,0,0.1,0,0.15,904,1.39,65,60,151,0,0.6,180,281,-1,16
Diego Godín,34,508924800,Serie A,2019/2020,Defender,Inter Milan,1629,849,780,Uruguay,23,9,9,1,1,0,1,1,0,0,0,9,5,4,14,8,6,5,0,0.11,0.06,0.06,0.11,0,1629,0.77,116,71,326,1629,0.28,217,215,10,17
Diego Laxalt,27,729072000,Serie A,2019/2020,Midfielder,Torino,755,364,391,Uruguay,20,3,2,0,0,0,1,0,1,0,0,5,2,3,14,7,7,4,0,0.12,0.12,0,0,0,0,1.67,54,38,189,755,0.48,335,134,-1,20
Diego Perotti,31,585903600,Serie A,2019/2020,Forward,Roma,873,447,426,Argentina,21,6,4,5,2,3,3,0,3,4,0,5,1,4,15,9,6,4,1,0.82,0.31,0.52,0.4,0.63,175,1.55,58,42,175,291,0.52,21,20,-1,7
Dimitri Bisoli,26,764582400,Serie A,2019/2020,Midfielder,Brescia,2154,1014,1140,Italy,25,11,13,1,1,0,1,1,0,0,0,5,2,3,39,18,21,6,0,0.08,0.04,0.04,0.09,0,2154,1.63,55,86,359,2154,0.25,244,245,-1,12
Dion Ruffo Luci,19,994921200,Serie A,2019/2020,Midfielder,Bologna,0,0,0,Italy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Djavan Anderson,25,798447600,Serie A,2019/2020,Defender,Lazio,165,23,142,Netherlands,6,0,2,0,0,0,0,0,0,0,0,1,0,1,3,0,3,1,0,0,0,0,0,0,0,1.64,55,28,165,0,0.55,-1,-1,-1,15
Domenico Berardi,25,775724400,Serie A,2019/2020,Forward,Sassuolo,2504,1408,1096,Italy,31,17,12,14,9,5,10,8,2,2,1,7,3,4,43,28,15,7,1,0.86,0.36,0.5,0.58,0.41,179,1.55,58,81,313,250,0.29,26,11,-1,2
Domenico Criscito,33,536313600,Serie A,2019/2020,Defender,Genoa,2055,900,1155,Italy,26,12,12,8,3,5,0,0,0,8,2,5,3,2,40,13,27,7,0,0.35,0,0.35,0.3,0.39,257,1.75,51,79,294,0,0.31,54,449,154,2
Douglas Costa,29,653295600,Serie A,2019/2020,Midfielder,Juventus,792,464,328,Brazil,23,4,3,1,0,1,4,4,0,0,0,8,5,3,7,4,3,1,0,0.57,0.45,0.11,0,0.27,792,0.8,113,34,792,198,0.11,172,7,-1,13
Dries Mertens,33,547282800,Serie A,2019/2020,Forward,Napoli,1686,816,870,Belgium,31,8,10,9,5,4,7,6,1,0,0,7,4,3,27,11,16,5,0,0.85,0.37,0.48,0.55,0.41,187,1.44,62,54,337,241,0.27,29,10,-1,2
Drissa Camara,18,1014019200,Serie A,2019/2020,Midfielder,Parma,0,0,0,Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dušan Vlahović,20,949046400,Serie A,2019/2020,Forward,Fiorentina,1488,699,789,Serbia,30,6,7,6,1,5,0,0,0,1,0,7,4,3,27,12,15,5,1,0.36,0,0.36,0.13,0.57,248,1.63,55,50,248,0,0.36,50,374,-1,3
Duván Zapata,29,670492800,Serie A,2019/2020,Forward,Atalanta,2037,986,1051,Colombia,28,13,12,18,6,12,6,5,1,1,0,7,4,3,28,15,13,1,0,1.06,0.27,0.8,0.55,1.03,113,1.24,73,73,2037,340,0.04,7,35,-1,1
Ebrima Colley,20,949392000,Serie A,2019/2020,Midfielder,Atalanta,77,70,7,Gambia,5,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1.17,1.17,0,0,0,0,1.17,77,15,77,77,1.17,-1,-1,-1,15
Ebrima Darboe,19,991810800,Serie A,2019/2020,Midfielder,Roma,0,0,0,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Eddy Anthony Salcedo Mora,18,1001919600,Serie A,2019/2020,Forward,Hellas Verona,677,373,304,Italy,17,4,3,1,1,0,0,0,0,0,0,4,3,1,5,2,3,0,0,0.13,0,0.13,0.24,0,677,0.66,135,40,0,0,0,149,311,-1,12
Édgar Barreto,36,458722800,Serie A,2019/2020,Midfielder,Sampdoria,90,46,44,Paraguay,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,45,45,0,0,0,-1,-1,-1,11
Edgaras Dubickas,22,899967600,Serie A,2019/2020,Midfielder,Lecce,2,2,0,Lithuania,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,22
Edin Džeko,34,511430400,Serie A,2019/2020,Forward,Roma,2854,1628,1226,Bosnia and Herzegovina,35,18,13,16,9,7,7,4,3,0,0,7,2,5,41,25,16,4,0,0.73,0.22,0.5,0.5,0.51,178,1.29,70,82,714,408,0.13,25,53,-1,1
Edoardo Corvi,19,985334400,Serie A,2019/2020,Goalkeeper,Parma,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Edoardo Goldaniga,26,752227200,Serie A,2019/2020,Defender,Genoa,780,386,394,Italy,13,4,4,1,1,0,0,0,0,0,0,3,2,1,20,7,13,4,0,0.12,0,0.12,0.23,0,780,2.31,39,60,195,0,0.46,168,419,185,10
Edoardo Vergani,19,981446400,Serie A,2019/2020,Forward,Inter Milan,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Eljif Elmas,20,938156400,Serie A,2019/2020,Midfielder,Napoli,1128,343,785,FYR Macedonia,26,3,9,1,0,1,1,1,0,0,0,4,3,1,13,3,10,7,0,0.16,0.08,0.08,0,0.11,1128,1.04,87,43,161,1128,0.56,198,192,-1,13
Elseid Hysaj,26,760176000,Serie A,2019/2020,Defender,Napoli,1484,719,765,Albania,20,8,9,1,1,0,2,1,1,0,0,5,2,3,15,7,8,3,0,0.18,0.12,0.06,0.13,0,1484,0.91,99,74,495,742,0.18,224,126,18,14
Emanuele Ndoj,23,848476800,Serie A,2019/2020,Midfielder,Brescia,549,281,268,Albania,18,4,2,0,0,0,0,0,0,0,0,2,1,1,12,5,7,2,0,0,0,0,0,0,0,1.97,46,31,275,0,0.33,279,269,-1,19
Emanuele Torrasi,21,921571200,Serie A,2019/2020,Midfielder,AC Milan,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Emil Audero Mulyadi,23,853574400,Serie A,2019/2020,Goalkeeper,Sampdoria,3240,1620,1620,Italy,36,18,18,0,0,0,0,0,0,0,0,9,6,3,58,25,33,1,0,0,0,0,0,0,0,1.61,56,90,3240,0,0.03,444,451,131,19
Emiliano Ariel Rigoni,27,728812800,Serie A,2019/2020,Midfielder,Sampdoria,429,264,165,Argentina,8,3,1,0,0,0,1,1,0,0,0,2,2,0,7,3,4,2,0,0.21,0.21,0,0,0,0,1.47,61,54,215,429,0.42,311,56,-1,17
Emin Ghazoini,19,979027200,Serie A,2019/2020,Defender,Torino,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Emmanuel Agyemang-Badu,29,660124800,Serie A,2019/2020,Midfielder,Hellas Verona,223,99,124,Ghana,10,1,1,0,0,0,0,0,0,0,0,3,2,1,5,1,4,2,0,0,0,0,0,0,0,2.02,45,22,112,0,0.81,-1,-1,-1,17
Emre Can,26,758361600,Serie A,2019/2020,Midfielder,Juventus,280,120,160,Germany,8,1,1,0,0,0,0,0,0,0,0,2,2,0,8,5,3,2,0,0,0,0,0,0,0,2.57,35,35,140,0,0.64,370,367,-1,27
Enrico Alfonso,32,578732400,Serie A,2019/2020,Goalkeeper,Brescia,280,270,10,Italy,4,3,1,0,0,0,0,0,0,0,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,1.29,70,70,0,0,0,353,357,88,22
Enrico Brignola,21,931417200,Serie A,2019/2020,Forward,Sassuolo,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Enrico Oviszach,19,985593600,Serie A,2019/2020,Midfielder,Udinese,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Eric Lirussi,19,988700400,Serie A,2019/2020,Forward,Udinese,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Erick Pulgar,31,608886000,Serie A,2019/2020,Forward,Fiorentina,2946,1639,1307,Chile,37,18,14,7,2,5,6,4,2,7,1,11,7,4,41,22,19,9,0,0.4,0.18,0.21,0.11,0.34,421,1.25,72,80,327,491,0.27,98,82,-1,2
Ernesto Torregrossa,28,709714800,Serie A,2019/2020,Forward,Brescia,1853,957,896,Italy,25,12,10,7,4,3,3,2,1,2,0,3,2,1,44,15,29,8,0,0.49,0.15,0.34,0.38,0.3,265,2.14,42,74,232,618,0.39,55,107,-1,1
Ervin Zukanović,33,540028800,Serie A,2019/2020,Defender,SPAL,203,90,113,Bosnia and Herzegovina,3,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,0,0,0,0,0,0,0,1.77,51,68,203,0,0.44,-1,-1,-1,12
Etrit Berisha,31,605520000,Serie A,2019/2020,Goalkeeper,SPAL,2340,1080,1260,Albania,26,12,14,0,0,0,0,0,0,0,0,3,1,2,41,18,23,2,0,0,0,0,0,0,0,1.58,57,90,1170,0,0.08,394,401,129,30
Evgeniy Shakhov,29,659952000,Serie A,2019/2020,Midfielder,Lecce,1076,529,547,Ukraine,24,3,6,1,1,0,2,0,2,0,0,2,1,1,25,12,13,3,0,0.25,0.17,0.08,0.17,0,1076,2.09,43,45,359,538,0.25,202,89,-1,12
Fabián,24,828518400,Serie A,2019/2020,Midfielder,Napoli,2689,1475,1214,Spain,33,17,13,3,1,2,6,5,1,0,0,7,4,3,34,16,18,2,0,0.3,0.2,0.1,0.06,0.15,896,1.14,79,81,1345,448,0.07,175,67,-1,8
Fabio Borini,29,670233600,Serie A,2019/2020,Forward,Hellas Verona,880,436,444,Italy,16,5,5,3,1,2,0,0,0,1,0,5,3,2,8,7,1,3,1,0.31,0,0.31,0.21,0.41,293,0.82,110,55,220,0,0.41,63,333,-1,5
Fabio Ceravolo,33,541929600,Serie A,2019/2020,Forward,Parma,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Fabio Depaoli,23,861865200,Serie A,2019/2020,Midfielder,Sampdoria,1853,819,1034,Italy,29,10,11,0,0,0,1,1,0,0,0,8,5,3,28,11,17,7,0,0.05,0.05,0,0,0,0,1.36,66,64,265,1853,0.34,310,238,-1,18
