full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Chadrac Akolo,25,796694400,Ligue 1,2019/2020,Forward,Amiens SC,540,256,284,Congo DR,15,4,1,2,0,2,1,1,0,0,0,2,2,0,15,4,11,1,0,0.5,0.17,0.33,0,0.63,270,2.5,36,36,540,540,0.17,45,65,-1,5
Charels Nathan Abi,20,955497600,Ligue 1,2019/2020,Forward,Saint-Étienne,618,352,266,France,15,3,3,0,0,0,0,0,0,0,0,3,1,2,13,6,7,2,0,0,0,0,0,0,0,1.89,48,41,309,0,0.29,253,216,-1,22
Charles Traoré,28,694224000,Ligue 1,2019/2020,Defender,Nantes,1742,963,779,Mali,20,11,9,0,0,0,1,0,1,0,0,7,5,2,18,9,9,3,0,0.05,0.05,0,0,0,0,0.93,97,87,581,1742,0.15,361,187,47,24
Cheick Timite,22,879984000,Ligue 1,2019/2020,Midfielder,Amiens SC,116,34,82,Côte d'Ivoire,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.78,116,39,0,0,0,-1,-1,-1,21
Cheikh Ahmet Tidian Niasse,20,948240000,Ligue 1,2019/2020,Forward,Lille,14,14,0,Senegal,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,-1,-1,-1,12
Choupo-Moting,31,606614400,Ligue 1,2019/2020,Forward,PSG,451,199,252,Cameroon,9,2,3,3,2,1,1,1,0,0,0,5,3,2,1,1,0,0,0,0.8,0.2,0.6,0.9,0.36,150,0.2,451,50,0,451,0,12,50,-1,8
Christophe Jallet,36,436406400,Ligue 1,2019/2020,Defender,Amiens SC,855,632,223,France,12,7,3,1,1,0,1,1,0,0,0,1,1,0,14,11,3,0,0,0.21,0.11,0.11,0.14,0,855,1.47,61,71,0,855,0,128,120,124,8
Christopher Hérelle,27,714441600,Ligue 1,2019/2020,Defender,Nice,1106,700,406,Martinique,15,8,5,3,2,1,0,0,0,0,0,2,1,1,14,9,5,4,1,0.24,0,0.24,0.26,0.22,369,1.14,79,74,221,0,0.41,62,274,87,5
Ciprian Tătărușanu,34,508291200,Ligue 1,2019/2020,Goalkeeper,Olympique Lyonnais,180,90,90,Romania,2,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,20
Clément Grenier,29,663206400,Ligue 1,2019/2020,Midfielder,Rennes,842,224,618,France,11,3,7,1,0,1,0,0,0,0,0,4,0,4,8,3,5,2,0,0.11,0,0.11,0,0.15,842,0.86,105,77,421,0,0.21,131,295,-1,11
Clément Vidal,20,961286400,Ligue 1,2019/2020,Defender,Montpellier,90,0,90,France,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,2,45,90,90,0,1,-1,-1,-1,13
Colin Dagba,21,905299200,Ligue 1,2019/2020,Defender,PSG,666,266,400,France,10,3,4,0,0,0,0,0,0,0,0,6,4,2,4,0,4,1,0,0,0,0,0,0,0,0.54,167,67,666,0,0.14,359,359,5,21
Corentin Jean,25,805766400,Ligue 1,2019/2020,Forward,Toulouse,6,6,0,France,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,-1,14
Cristian Battocchio,28,697680000,Ligue 1,2019/2020,Midfielder,Brest,1391,634,757,Italy,24,7,9,3,3,0,1,1,0,0,1,8,6,2,21,6,15,1,0,0.26,0.06,0.19,0.43,0,464,1.36,66,58,1391,1391,0.06,87,174,-1,3
Cristian Benavente Bristol,26,769305600,Ligue 1,2019/2020,Midfielder,Nantes,345,179,166,Peru,12,2,2,0,0,0,1,1,0,0,0,6,5,1,4,3,1,0,0,0.26,0.26,0,0,0,0,1.04,86,29,0,345,0,238,27,-1,18
Damien Da Silva,32,579830400,Ligue 1,2019/2020,Defender,Rennes,2245,1080,1165,France,25,12,13,1,1,0,2,0,2,0,0,10,3,7,18,10,8,3,0,0.12,0.08,0.04,0.08,0,2245,0.72,125,90,748,1123,0.12,215,158,18,9
Damien Le Tallec,30,640483200,Ligue 1,2019/2020,Midfielder,Montpellier,2462,1205,1257,France,28,14,14,2,2,0,0,0,0,0,0,8,7,1,33,9,24,3,0,0.07,0,0.07,0.15,0,1231,1.21,75,88,821,0,0.11,167,287,-1,6
Daniel Congré,35,481507200,Ligue 1,2019/2020,Defender,Montpellier,1943,997,946,France,24,12,11,0,0,0,1,1,0,0,0,7,6,1,26,9,17,4,0,0.05,0.05,0,0,0,0,1.2,75,81,486,1943,0.19,287,194,99,20
Danijel Petković,27,738288000,Ligue 1,2019/2020,Goalkeeper,Angers SCO,180,0,180,Montenegro,2,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0.5,180,90,180,0,0.5,-1,-1,-1,18
Danijel Subašić,35,467683200,Ligue 1,2019/2020,Goalkeeper,Monaco,0,0,0,Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Danilo Barbosa da Silva,24,825465600,Ligue 1,2019/2020,Midfielder,Nice,1119,710,409,Brazil,16,8,4,0,0,0,0,0,0,0,0,3,2,1,14,10,4,4,0,0,0,0,0,0,0,1.13,80,70,280,0,0.32,258,232,-1,19
Dante,36,435283200,Ligue 1,2019/2020,Defender,Nice,1890,1170,720,Brazil,21,13,8,1,1,0,0,0,0,0,0,3,2,1,24,16,8,7,0,0.05,0,0.05,0.08,0,1890,1.14,79,90,270,0,0.33,195,273,86,16
Darío Ismael Benedetto,30,642902400,Ligue 1,2019/2020,Forward,Olympique Marseille,2115,952,1163,Argentina,26,11,14,11,2,9,0,0,0,0,1,10,3,7,20,7,13,4,0,0.47,0,0.47,0.19,0.7,192,0.85,106,81,529,0,0.17,21,314,-1,1
Dario Maresic,20,938563200,Ligue 1,2019/2020,Defender,Reims,90,90,0,Austria,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,15
Davy Rouyard,20,934848000,Ligue 1,2019/2020,Goalkeeper,Bordeaux,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Denis Bouanga,25,784512000,Ligue 1,2019/2020,Midfielder,Saint-Étienne,2046,1004,1042,Gabon,26,11,12,10,6,4,3,3,0,3,0,5,3,2,31,12,19,4,0,0.57,0.13,0.44,0.54,0.35,205,1.36,66,79,512,682,0.18,23,98,-1,1
Denis Petrić,32,580435200,Ligue 1,2019/2020,Goalkeeper,Nantes,90,90,0,Slovenia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,10
Dennis Appiah,28,708048000,Ligue 1,2019/2020,Defender,Nantes,1606,772,834,France,19,9,9,0,0,0,0,0,0,0,0,7,4,3,15,5,10,2,0,0,0,0,0,0,0,0.84,107,85,803,0,0.11,336,336,32,21
Denys Bain,27,741571200,Ligue 1,2019/2020,Defender,Brest,1267,744,523,France,15,8,5,1,1,0,0,0,0,0,0,6,5,1,14,6,8,4,1,0.07,0,0.07,0.12,0,1267,0.99,91,84,253,0,0.36,163,373,53,11
Derek Kutesa,22,881366400,Ligue 1,2019/2020,Midfielder,Reims,521,295,226,Switzerland,14,2,2,1,0,1,0,0,0,0,0,4,4,0,5,2,3,0,0,0.17,0,0.17,0,0.4,521,0.86,104,37,0,0,0,101,242,-1,10
Diafra Sakho,30,630460800,Ligue 1,2019/2020,Forward,Rennes,0,0,0,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Didier Ndong Ibrahim,26,771811200,Ligue 1,2019/2020,Midfielder,Dijon,2389,1170,1219,Gabon,27,13,14,0,0,0,3,0,3,0,0,6,5,1,32,11,21,5,0,0.11,0.11,0,0,0,0,1.21,75,88,478,796,0.19,299,113,-1,24
Diego Benaglio,36,431827200,Ligue 1,2019/2020,Goalkeeper,Monaco,0,0,0,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Digbo G'nampa Habib Maïga,24,820454400,Ligue 1,2019/2020,Midfielder,Metz,2271,1138,1133,Côte d'Ivoire,26,13,13,1,0,1,2,2,0,0,0,8,3,5,29,14,15,7,0,0.12,0.08,0.04,0,0.08,2271,1.15,78,87,324,1136,0.28,201,152,-1,6
Dimitri Liénard,32,571708800,Ligue 1,2019/2020,Midfielder,Strasbourg,1488,911,577,France,22,10,6,2,2,0,3,3,0,0,0,7,4,3,21,10,11,3,0,0.3,0.18,0.12,0.2,0,744,1.27,71,68,496,496,0.18,124,59,-1,6
Dimitri Payet,33,543974400,Ligue 1,2019/2020,Midfielder,Olympique Marseille,1937,960,977,France,22,11,11,9,5,4,4,1,3,3,0,8,2,6,17,7,10,6,1,0.6,0.19,0.42,0.47,0.37,215,0.79,114,88,277,484,0.33,26,56,-1,2
Dimitry Bertaud,22,897091200,Ligue 1,2019/2020,Goalkeeper,Montpellier,197,90,107,France,3,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,0,0,0,0,0,0,1.37,66,66,99,0,0.91,-1,-1,-1,9
Domagoj Bradarić,20,944784000,Ligue 1,2019/2020,Defender,Lille,1419,800,619,Croatia,18,9,7,0,0,0,1,1,0,0,0,8,6,2,13,4,9,1,0,0.06,0.06,0,0,0,0,0.82,109,79,1419,1419,0.06,388,180,30,22
Donovan Léon,27,720748800,Ligue 1,2019/2020,Goalkeeper,Brest,122,90,32,French Guiana,2,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,1.48,61,61,0,0,0,-1,-1,-1,17
Duje Ćaleta-Car,23,842918400,Ligue 1,2019/2020,Defender,Olympique Marseille,1883,1072,811,Croatia,23,11,9,1,1,0,1,0,1,0,0,8,3,5,17,9,8,6,0,0.1,0.05,0.05,0.08,0,1883,0.81,111,82,314,1883,0.29,193,199,27,9
Dylan Bronn,25,803520000,Ligue 1,2019/2020,Defender,Metz,810,450,360,Tunisia,9,5,4,0,0,0,0,0,0,0,0,4,1,3,6,5,1,1,0,0,0,0,0,0,0,0.67,135,90,810,0,0.11,232,226,11,10
Eddy Gnahoré,26,753235200,Ligue 1,2019/2020,Midfielder,Amiens SC,1136,517,619,France,17,6,8,0,0,0,0,0,0,0,0,1,1,0,21,10,11,4,1,0,0,0,0,0,0,1.66,54,67,284,0,0.32,284,282,-1,23
Eddy Sylvestre,20,935884800,Ligue 1,2019/2020,Midfielder,Nice,36,36,0,France,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.5,36,36,0,0,0,-1,-1,-1,28
Edinson Cavani,33,540259200,Ligue 1,2019/2020,Forward,PSG,602,324,278,Uruguay,14,4,3,4,3,1,1,1,0,1,0,7,7,0,8,2,6,2,0,0.75,0.15,0.6,0.83,0.32,151,1.2,75,43,301,602,0.3,14,85,-1,5
Edmilson Indjai Correia,0,0,Ligue 1,2019/2020,Midfielder,Saint-Étienne,45,25,20,France,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,45,11,0,0,0,-1,-1,-1,18
Edouard Mendy,28,699408000,Ligue 1,2019/2020,Goalkeeper,Rennes,2160,1080,1080,France,24,12,12,0,0,0,0,0,0,0,0,9,3,6,17,10,7,1,0,0,0,0,0,0,0,0.71,127,90,2160,0,0.04,246,262,15,17
Edson André Sitoe,31,589680000,Ligue 1,2019/2020,Defender,Bordeaux,1488,554,934,Mozambique,19,6,10,0,0,0,2,0,2,0,0,4,2,2,16,5,11,5,0,0.12,0.12,0,0,0,0,0.97,93,78,298,744,0.3,368,108,50,23
Eduardo Camavinga,17,1036886400,Ligue 1,2019/2020,Midfielder,Rennes,2112,1041,1071,France,25,12,12,1,0,1,2,2,0,0,0,9,2,7,18,12,6,4,0,0.13,0.09,0.04,0,0.08,2112,0.77,117,84,528,1056,0.17,208,147,-1,12
Efthymios Koulouris,24,826070400,Ligue 1,2019/2020,Forward,Toulouse,1543,759,784,Greece,24,9,8,4,2,2,2,1,1,0,0,3,2,1,26,8,18,1,0,0.35,0.12,0.23,0.24,0.23,386,1.52,59,64,1543,772,0.06,70,100,-1,1
Eiji Kawashima,37,416966400,Ligue 1,2019/2020,Goalkeeper,Strasbourg,0,0,0,Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
El Bilal Toure,18,1002067200,Ligue 1,2019/2020,Forward,Reims,457,195,262,Mali,7,2,4,3,2,1,0,0,0,2,0,2,2,0,3,0,3,2,0,0.59,0,0.59,0.92,0.34,152,0.59,152,65,229,0,0.39,15,220,-1,2
Elias Damergy,17,1034812800,Ligue 1,2019/2020,Goalkeeper,Rennes,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Elie Youan,21,923443200,Ligue 1,2019/2020,Forward,Nantes,162,16,146,France,5,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2.22,41,32,0,0,0,-1,-1,-1,28
Enock Kwateng,23,860544000,Ligue 1,2019/2020,Defender,Bordeaux,987,536,451,France,14,6,7,0,0,0,1,0,1,0,0,5,3,2,11,5,6,4,0,0.09,0.09,0,0,0,0,1,90,71,247,987,0.36,371,144,56,20
Enzo Loiodice,19,975283200,Ligue 1,2019/2020,Midfielder,Dijon,190,91,99,France,5,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0.95,95,38,0,0,0,-1,-1,-1,20
Eui-Jo Hwang,27,714960000,Ligue 1,2019/2020,Forward,Bordeaux,1638,811,827,South Korea,24,9,10,6,2,4,2,2,0,0,0,5,3,2,23,8,15,2,0,0.44,0.11,0.33,0.22,0.44,273,1.26,71,68,819,819,0.11,43,121,-1,3
Evann Guessand,19,993945600,Ligue 1,2019/2020,Forward,Nice,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ewan Hatfout,0,0,Ligue 1,2019/2020,Goalkeeper,Dijon,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Fabien Centonze,24,821750400,Ligue 1,2019/2020,Defender,Metz,2520,1260,1260,France,28,14,14,0,0,0,3,2,1,0,0,8,3,5,33,15,18,3,0,0.11,0.11,0,0,0,0,1.18,76,90,840,840,0.11,333,122,91,17
Fábio Pereira da Silva,30,647481600,Ligue 1,2019/2020,Defender,Nantes,835,475,360,Brazil,10,6,4,0,0,0,0,0,0,0,0,6,5,1,6,1,5,4,0,0,0,0,0,0,0,0.65,139,84,209,0,0.43,379,392,9,20
Facundo Píriz,30,638496000,Ligue 1,2019/2020,Midfielder,Montpellier,0,0,0,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Faitout Maouassa,22,899683200,Ligue 1,2019/2020,Midfielder,Rennes,1813,907,906,France,23,11,12,3,1,2,1,1,0,0,0,9,2,7,13,9,4,3,0,0.2,0.05,0.15,0.1,0.2,604,0.65,139,79,604,1813,0.15,109,188,-1,4
Farid Boulaya,27,730598400,Ligue 1,2019/2020,Midfielder,Metz,824,394,430,France,19,4,4,2,0,2,1,1,0,0,0,6,3,3,11,6,5,2,1,0.33,0.11,0.22,0,0.42,412,1.2,75,43,275,824,0.33,78,115,-1,5
Farid El Melali,23,862790400,Ligue 1,2019/2020,Forward,Angers SCO,306,269,37,Algeria,8,3,1,3,2,1,0,0,0,0,0,4,3,1,1,1,0,0,0,0.88,0,0.88,0.67,2.43,102,0.29,306,38,0,0,0,3,365,-1,3
Fernando Marçal,31,603849600,Ligue 1,2019/2020,Defender,Olympique Lyonnais,832,484,348,Brazil,11,6,5,0,0,0,1,1,0,0,0,4,3,1,6,2,4,3,2,0.11,0.11,0,0,0,0,0.65,139,76,166,832,0.54,259,123,10,12
Ferris N'Goma,27,740102400,Ligue 1,2019/2020,Forward,Brest,21,17,4,France,4,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,4.29,0,4.29,5.29,0,21,4.29,21,5,21,0,4.29,-1,-1,-1,12
Flavien Tait,27,728611200,Ligue 1,2019/2020,Midfielder,Rennes,881,400,481,France,17,4,5,2,1,1,2,1,1,0,0,7,3,4,8,3,5,1,1,0.41,0.2,0.2,0.23,0.19,441,0.82,110,52,441,441,0.2,84,49,-1,6
Florent Balmont,40,318297600,Ligue 1,2019/2020,Midfielder,Dijon,396,154,242,France,11,1,3,0,0,0,0,0,0,0,0,3,3,0,3,0,3,1,0,0,0,0,0,0,0,0.68,132,36,396,0,0.23,260,255,-1,11
Florent Mollet,28,690508800,Ligue 1,2019/2020,Midfielder,Montpellier,1687,850,837,France,25,10,9,6,5,1,3,2,1,0,0,7,6,1,25,7,18,5,0,0.48,0.16,0.32,0.53,0.11,281,1.33,67,67,337,562,0.27,48,73,-1,4
Florentin Bloch,20,949449600,Ligue 1,2019/2020,Goalkeeper,Toulouse,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Florian Chabrolle,22,891907200,Ligue 1,2019/2020,Midfielder,Olympique Marseille,17,17,0,France,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,-1,-1,-1,20
Florian Miguel,23,841536000,Ligue 1,2019/2020,Defender,Nîmes,2060,1067,993,France,24,12,11,1,1,0,0,0,0,0,0,7,5,2,34,11,23,8,1,0.04,0,0.04,0.08,0,2060,1.49,61,86,258,0,0.35,213,240,127,11
Florian Thauvin,27,728006400,Ligue 1,2019/2020,Midfielder,Olympique Marseille,20,20,0,France,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,4.5,20,10,0,0,0,-1,-1,-1,13
Fodé Ballo Touré,23,852249600,Ligue 1,2019/2020,Midfielder,Monaco,1676,854,822,France,21,9,9,0,0,0,0,0,0,0,0,3,3,0,36,18,18,4,0,0,0,0,0,0,0,1.93,47,80,419,0,0.21,307,304,-1,21
Fouad Chafik,33,529804800,Ligue 1,2019/2020,Defender,Dijon,1530,829,701,Morocco,20,10,8,0,0,0,2,2,0,0,0,4,4,0,20,9,11,1,0,0.12,0.12,0,0,0,0,1.18,77,77,1530,765,0.06,300,104,94,26
Fousseni Diabaté,24,813974400,Ligue 1,2019/2020,Midfielder,Amiens SC,1199,583,616,Mali,20,7,8,1,1,0,3,2,1,0,0,3,1,2,26,12,14,3,0,0.3,0.23,0.08,0.15,0,1199,1.95,46,60,400,400,0.23,156,34,-1,12
Franck Honorat,23,839721600,Ligue 1,2019/2020,Forward,Saint-Étienne,849,417,432,France,12,5,4,0,0,0,3,2,1,0,0,1,1,0,13,5,8,1,0,0.32,0.32,0,0,0,0,1.38,65,71,849,283,0.11,229,17,-1,13
François Kamano,24,830908800,Ligue 1,2019/2020,Forward,Bordeaux,647,301,346,Guinea,11,3,4,1,1,0,0,0,0,0,0,2,2,0,6,1,5,1,0,0.14,0,0.14,0.3,0,647,0.83,108,59,647,0,0.14,112,370,-1,13
Frédéric Sammaritano,34,511920000,Ligue 1,2019/2020,Midfielder,Dijon,520,350,170,France,10,5,1,1,1,0,2,2,0,0,0,2,1,1,9,5,4,0,0,0.52,0.35,0.17,0.26,0,520,1.56,58,52,0,260,0,102,14,-1,6
Gabriel Boschilia,24,825984000,Ligue 1,2019/2020,Midfielder,Monaco,127,46,81,Brazil,5,0,1,0,0,0,0,0,0,0,0,1,1,0,4,1,3,0,0,0,0,0,0,0,0,2.83,32,25,0,0,0,-1,-1,-1,19
Gabriel dos Santos Magalhães,22,882489600,Ligue 1,2019/2020,Defender,Lille,2087,1066,1021,Brazil,24,12,11,1,0,1,0,0,0,0,0,12,9,3,19,4,15,3,0,0.04,0,0.04,0,0.09,2087,0.82,110,87,696,0,0.13,212,246,29,10
Gabriel Silva,29,674092800,Ligue 1,2019/2020,Defender,Saint-Étienne,231,141,90,Brazil,4,2,1,0,0,0,0,0,0,0,0,1,1,0,4,2,2,0,0,0,0,0,0,0,0,1.56,58,58,0,0,0,-1,-1,-1,12
Gaël Kakuta,29,677462400,Ligue 1,2019/2020,Forward,Amiens SC,2010,979,1031,Congo DR,24,11,12,2,1,1,5,4,1,0,0,5,3,2,35,15,20,4,0,0.31,0.22,0.09,0.09,0.09,1005,1.57,57,84,503,402,0.18,149,39,-1,3
Gaëtan Belaud,33,527212800,Ligue 1,2019/2020,Defender,Brest,580,224,356,France,7,2,4,0,0,0,0,0,0,0,0,2,1,1,7,3,4,0,0,0,0,0,0,0,0,1.09,83,83,0,0,0,254,235,75,22
Gaëtan Charbonnier,31,599184000,Ligue 1,2019/2020,Forward,Brest,2068,1139,929,France,26,13,10,4,2,2,5,3,2,0,2,8,6,2,27,10,17,5,0,0.39,0.22,0.17,0.16,0.19,517,1.18,77,80,414,414,0.22,100,40,-1,2
Gaëtan Laborde,26,767923200,Ligue 1,2019/2020,Forward,Montpellier,2250,1210,1040,France,28,14,13,6,5,1,5,3,2,0,0,8,7,1,26,9,17,1,0,0.44,0.2,0.24,0.37,0.09,375,1.04,87,80,2250,450,0.04,63,47,-1,2
Gaëtan Paquiez,26,761270400,Ligue 1,2019/2020,Midfielder,Nîmes,1531,508,1023,France,21,6,11,0,0,0,0,0,0,0,0,6,4,2,27,5,22,6,1,0,0,0,0,0,0,1.59,57,73,255,0,0.35,332,269,-1,22
Gaëtan Poussin,21,916185600,Ligue 1,2019/2020,Goalkeeper,Bordeaux,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Garissone Innocent,20,955843200,Ligue 1,2019/2020,Goalkeeper,PSG,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Gautier Larsonneur,23,856656000,Ligue 1,2019/2020,Goalkeeper,Brest,2398,1170,1228,France,27,13,14,0,0,0,0,0,0,0,0,7,5,2,33,11,22,2,0,0,0,0,0,0,0,1.24,73,89,1199,0,0.08,372,372,103,24
Gautier Lloris,25,806025600,Ligue 1,2019/2020,Defender,Nice,270,0,270,France,3,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,7,1,0,0,0,0,0,0,0,2.33,39,90,270,0,0.33,-1,-1,-1,21
Gelson Dany Batalha Martins,25,800150400,Ligue 1,2019/2020,Forward,Monaco,1682,883,799,Portugal,21,10,10,4,2,2,1,0,1,0,0,5,2,3,32,18,14,4,1,0.27,0.05,0.21,0.2,0.23,421,1.71,53,80,336,1682,0.27,81,195,-1,4
Gen Shōji,27,724032000,Ligue 1,2019/2020,Defender,Toulouse,46,46,0,Japan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,-1,-1,-1,16
Georges Mikautadze,19,972950400,Ligue 1,2019/2020,Forward,Metz,7,0,7,France,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,11
Gerónimo Rulli,28,706320000,Ligue 1,2019/2020,Goalkeeper,Montpellier,2250,1170,1080,Argentina,25,13,12,0,0,0,0,0,0,0,0,8,7,1,27,9,18,0,0,0,0,0,0,0,0,1.08,83,90,0,0,0,219,259,73,10
Gerzino Nyamsi,23,853891200,Ligue 1,2019/2020,Defender,Rennes,113,44,69,France,4,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0.8,113,28,0,0,0,-1,-1,-1,20
Ghislain Konan,24,820022400,Ligue 1,2019/2020,Defender,Reims,1333,608,725,Côte d'Ivoire,16,7,8,0,0,0,1,0,1,0,0,8,5,3,10,3,7,2,1,0.07,0.07,0,0,0,0,0.68,133,83,667,1333,0.14,326,170,12,16
Gil Dias,23,843868800,Ligue 1,2019/2020,Forward,Monaco,1057,497,560,Portugal,14,6,6,0,0,0,0,0,0,0,0,5,2,3,11,6,5,3,0,0,0,0,0,0,0,0.94,96,76,352,0,0.26,308,305,-1,17
Glody Ngonda Muzinga,25,788832000,Ligue 1,2019/2020,Defender,Dijon,540,180,360,Congo DR,6,2,4,0,0,0,0,0,0,0,0,1,0,1,9,3,6,1,0,0,0,0,0,0,0,1.5,60,90,540,0,0.17,250,266,130,16
Gnaly Maxwell Cornet,23,843782400,Ligue 1,2019/2020,Forward,Olympique Lyonnais,1327,558,769,Côte d'Ivoire,22,6,8,4,1,3,3,1,2,0,0,6,4,2,15,5,10,1,0,0.47,0.2,0.27,0.16,0.35,332,1.02,88,60,1327,442,0.07,60,48,-1,3
Guillaume Dietsch,19,987465600,Ligue 1,2019/2020,Goalkeeper,Metz,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Guillermo Maripán,26,768182400,Ligue 1,2019/2020,Defender,Monaco,1755,810,945,Chile,20,9,11,2,1,1,0,0,0,0,0,6,4,2,29,12,17,2,0,0.1,0,0.1,0.11,0.1,878,1.49,61,88,878,0,0.1,140,265,126,7
Habibou Mouhamadou Diallo,25,803174400,Ligue 1,2019/2020,Forward,Metz,2200,1070,1130,Senegal,26,13,13,12,7,5,3,1,2,1,2,7,3,4,29,13,16,3,1,0.61,0.12,0.49,0.59,0.4,183,1.19,76,85,550,733,0.16,19,105,-1,1
Haitam Aleesami,28,680918400,Ligue 1,2019/2020,Defender,Amiens SC,1916,810,1106,Norway,22,9,12,1,1,0,1,0,1,0,0,3,2,1,41,17,24,4,0,0.09,0.05,0.05,0.11,0,1916,1.93,47,87,479,1916,0.19,186,191,157,13
Hamari Traoré,28,696470400,Ligue 1,2019/2020,Defender,Rennes,2413,1260,1153,Mali,27,14,13,0,0,0,5,4,1,0,0,10,3,7,20,12,8,7,0,0.19,0.19,0,0,0,0,0.75,121,89,345,483,0.26,295,54,23,24
